student_id,age,gender,year_of_study,faculty,avg_sleep_hours,study_hours,free_time_hours,part_time_job,stress_level,internet_hours,sport,avg_grades_numeric,weight,fav_subject,dislike_subject
26,22,Жен,1,ФЭУ,7.393182009377546,6,1.2300267689413582,Нет,3.96691257589275,7,Да,72.11803921507875,67.95718998703958,литература,химия
27,22,Муж,1,ФИиВТ,4.519141535716818,5,3.233785911790748,Да,8.284728600263367,4,Да,67.38270174862947,68.56215815469426,экономика,биология
28,18,Жен,4,ФЭУ,4.910635788368031,7,0.0,Нет,8.213597180935842,5,Нет,76.90045677073726,77.76869092605584,химия,философия
29,24,Муж,1,ФХТ,3.0,2,6.330880232214457,Да,3.876886345078099,1,Да,50.0,66.73889951964073,история,математика
30,20,Муж,4,ФХТ,6.351107472317619,2,6.833528961608924,Нет,6.0876554463047565,1,Да,71.97901766718705,65.9773889497465,физика,физика
31,21,Жен,1,ФИиВТ,4.620376589744284,3,3.0062643574285444,Да,5.0031815841217595,3,Нет,62.47015093141369,70.583152904732,экономика,литература
32,17,Жен,2,ФБМТ,7.500841557090197,5,3.374056569847572,Да,8.059577086805,8,Нет,81.30336882911953,68.94050112156793,информатика,философия
33,20,Жен,1,ФИиВТ,4.582754822815772,3,6.227668992473292,Нет,9.900291159021489,2,Нет,67.2484742307729,71.01545153038508,химия,биология
34,18,Жен,4,ФИиВТ,6.519618620422092,3,3.7903589813087946,Нет,2.464689895461677,4,Да,76.64188316030975,64.11379576958291,экономика,литература
35,22,Жен,4,ФЭУ,3.0,3,6.672572386837704,Да,6.096232650032165,2,Да,50.0,65.50538292880884,экономика,математика
36,21,Жен,4,ФЭУ,7.290579192441388,7,1.4190190093660453,Нет,3.8749767427005235,5,Да,85.86364509629682,68.95279260682388,литература,математика
37,20,Жен,4,ФИиВТ,7.444876377041373,7,0.29498814424159114,Да,5.944346814639928,9,Нет,82.71800077297216,66.98037230416108,информатика,биология
38,17,Жен,4,ФХТ,3.0,4,3.9442309223422938,Да,10.0,1,Нет,50.0,73.41963568338714,информатика,физика
39,17,Муж,3,ФЭУ,3.130772008008113,4,4.558326912521722,Да,6.932845629264726,5,Да,53.85849355324172,68.9513452020196,информатика,биология
40,19,Жен,3,ФБМТ,5.987850881855317,3,5.076005391412411,Нет,10.0,9,Нет,75.75728689684962,69.64579441902676,экономика,история
41,19,Жен,1,ФЭУ,4.595488371356987,5,3.538755992446369,Да,1.5967443602761064,1,Нет,55.74382850186052,63.63443530297422,физика,математика
42,23,Муж,4,ФЭУ,4.57473977289535,2,5.079326406920634,Да,10.0,9,Нет,71.3014311061095,68.1765340387167,математика,философия
43,18,Жен,1,ФБМТ,3.3097382750976387,7,1.169360824036078,Нет,10.0,8,Да,58.18779529298434,68.89098363968333,химия,история
44,24,Муж,4,ФИиВТ,6.194289202210305,5,1.5862855030950198,Нет,6.968754005982163,4,Нет,74.40165052686928,69.93139581310335,математика,химия
45,20,Муж,4,ФБМТ,6.534952252175703,6,1.8887739386512996,Нет,2.5162731021708287,5,Нет,53.52659262139547,67.00209330311527,экономика,литература
46,20,Жен,3,ФИиВТ,5.597335764911491,7,0.09609235853521025,Нет,3.5633525684137917,5,Да,65.8041339368926,63.485675236315345,математика,история
47,24,Муж,3,ФИиВТ,3.5020584689824075,7,0.26447005741023344,Да,3.654516784892401,6,Да,50.0,67.52186007951366,экономика,литература
48,23,Муж,2,ФИиВТ,6.92230133411007,4,5.236093175210438,Да,2.194592856022708,7,Нет,71.73251940865357,71.64020070460414,математика,биология
49,22,Муж,3,ФБМТ,3.0,2,7.091310120594269,Да,10.0,8,Нет,50.0,69.28320370249092,информатика,история
50,22,Муж,2,ФИиВТ,3.0,2,6.609138120907177,Да,9.492539484855632,8,Да,52.385204136115604,63.89952676455594,история,биология
51,23,Жен,2,ФХТ,4.332991416663542,6,0.907687235327421,Нет,2.2459828579071295,2,Да,50.38410945530128,63.824725552868536,информатика,химия
52,22,Муж,2,ФБМТ,4.3073440973645996,6,1.6835915503051981,Да,10.0,9,Нет,63.58503887905715,67.23276944650449,информатика,математика
53,19,Жен,2,ФХТ,3.0,7,2.2130976999791834,Да,9.055154373059805,7,Нет,50.0,74.84612706840832,литература,химия
54,20,Муж,2,ФИиВТ,5.62414021692193,3,5.141716913639905,Нет,10.0,4,Нет,77.53121708419344,69.03303859236598,литература,математика
55,23,Муж,1,ФЭУ,7.139525925696109,4,6.319329539981695,Да,6.518915986710849,4,Нет,82.21709050670124,73.65147556247649,математика,биология
56,20,Муж,3,ФИиВТ,7.409766221953514,4,4.3933178393943715,Да,7.495389063127735,8,Да,87.85942419517043,69.56394815576735,экономика,математика
57,24,Муж,2,ФХТ,6.35625391109895,7,1.1920491164900315,Да,3.958280903889525,4,Нет,87.50379895317155,72.99493269444388,информатика,литература
58,17,Жен,4,ФХТ,3.0,5,2.6908835357974987,Да,10.0,6,Нет,54.251108710567465,68.70513906184586,математика,философия
59,19,Жен,3,ФБМТ,3.0,3,5.133540904782282,Да,10.0,5,Да,50.0,66.21119027100983,литература,химия
60,21,Муж,3,ФЭУ,4.213583423954117,7,0.8475301636194561,Да,3.4077914117741157,3,Нет,50.0,69.92741318082726,история,история
61,19,Муж,2,ФБМТ,4.763481925616702,3,5.708108676688591,Нет,6.7828255640600394,2,Да,58.391824743913084,62.288894417809615,химия,химия
62,23,Жен,1,ФХТ,3.300181907192699,3,5.956702316794584,Нет,6.503767870423553,9,Нет,60.383739917804206,70.97307784516481,математика,литература
63,21,Муж,2,ФИиВТ,3.312342362875943,3,4.21401053949205,Да,7.786797121520537,9,Нет,51.90967726115777,66.46288062652059,история,математика
64,17,Муж,1,ФЭУ,7.866295415936546,7,0.0,Да,2.3400805794098036,1,Да,82.15020823595535,68.5630381653847,химия,литература
65,23,Муж,4,ФИиВТ,5.790817133533484,4,2.1637946268967037,Нет,5.1951982400391765,3,Да,85.15141727015921,63.60614810810482,физика,физика
66,18,Жен,3,ФИиВТ,4.119595594009612,4,4.507991326912544,Да,10.0,8,Нет,81.19394579513256,70.60347896761851,математика,физика
67,20,Жен,4,ФЭУ,7.037171842714953,3,3.8966333938261264,Да,4.963080326464542,6,Нет,88.70478927089648,70.84986361463842,математика,история
68,17,Жен,1,ФБМТ,3.931292051713591,5,0.8471094070475171,Да,9.99277386456086,5,Нет,59.01825075457511,69.22328507888777,физика,литература
69,20,Муж,1,ФИиВТ,5.924070927053776,2,6.388578604530964,Нет,7.27314212400185,5,Да,79.64199370292968,66.76008140442582,физика,биология
70,22,Муж,4,ФХТ,4.679099642834126,7,3.4929995174327906,Да,3.203211134905469,6,Нет,50.0,68.57528903013242,математика,история
71,18,Жен,1,ФИиВТ,8.417876200671305,2,5.993929088460106,Нет,2.181807054736716,7,Да,93.6381477181849,67.61389189237173,физика,биология
72,18,Жен,4,ФЭУ,5.592275651598518,5,3.8384907744516417,Да,5.145195098037084,1,Да,70.2597294290365,60.96206095925975,информатика,история
73,17,Жен,3,ФЭУ,3.0,7,1.081829358547565,Нет,10.0,9,Нет,50.0,70.37913873863924,химия,физика
74,18,Жен,4,ФЭУ,3.2030464440795616,3,4.901110346808857,Нет,6.414994485058936,3,Да,50.0,70.81678699717486,химия,история
75,21,Муж,3,ФБМТ,6.030751788318199,4,4.9190764829877685,Да,10.0,4,Нет,80.39317595158045,66.99900602618328,химия,физика
76,18,Жен,4,ФИиВТ,5.504183115296572,2,5.709725455811348,Нет,7.999323585252359,1,Нет,60.00899657733946,67.96676508842545,информатика,математика
77,20,Муж,1,ФБМТ,6.012031262905731,6,2.267392314071903,Да,5.880459723970619,3,Нет,74.5816383735124,71.54172354897675,экономика,биология
78,20,Жен,4,ФБМТ,6.296263474600591,6,2.3216978061960134,Нет,10.0,2,Нет,91.73244237948997,70.5387453458188,физика,литература
79,23,Муж,1,ФЭУ,5.589180538083319,5,2.3319095463569512,Да,6.748477202255368,2,Нет,74.99005054929826,71.05189029782068,история,история
80,20,Жен,4,ФЭУ,4.224407141835734,3,5.992042349536523,Да,5.033090255121995,1,Да,50.0,66.467561390443,физика,физика
81,23,Жен,4,ФБМТ,4.890900558288847,2,5.825040243304591,Нет,10.0,8,Да,90.44187352390364,66.90416440568531,математика,химия
82,20,Жен,2,ФИиВТ,5.198312771294524,3,4.244254840507155,Да,6.784821096099047,3,Нет,69.30205185922414,73.32909952586867,литература,биология
83,21,Жен,1,ФХТ,6.5149076887375355,2,6.536509843570403,Да,8.546348927997885,3,Нет,95.54091408368758,71.22945597078554,химия,история
84,24,Муж,2,ФБМТ,5.1733859753363625,5,2.101532018208963,Нет,3.423858462905139,6,Да,54.800470364372345,64.27622703614438,физика,философия
85,23,Жен,1,ФИиВТ,3.0,5,3.0281811573691284,Да,9.81456192396575,8,Да,53.063869525312846,67.0177211036082,история,математика
86,19,Муж,2,ФЭУ,3.9776526042852556,6,1.9908810033557964,Да,6.236616265545097,9,Да,50.0,70.69964580468564,математика,математика
87,22,Муж,3,ФЭУ,3.9442034431459234,3,6.085895565831578,Нет,8.203037496800473,9,Да,56.88115519652097,64.60209876085229,информатика,химия
88,17,Муж,4,ФИиВТ,6.738765040527631,7,1.4746982328799527,Нет,10.0,4,Нет,99.57015676933393,67.07641208598808,экономика,физика
89,20,Муж,1,ФХТ,5.129155442933247,6,1.974973041254856,Да,2.866257499742546,5,Нет,59.04658799618327,73.32124200786092,информатика,история
90,18,Жен,1,ФЭУ,4.903170270360141,3,5.817766299200287,Да,10.0,2,Да,81.08716436589862,64.6388565081392,история,биология
91,24,Муж,4,ФЭУ,6.141588839698597,6,3.3902075490173136,Нет,7.119025550720378,9,Нет,84.35033865344377,63.481991361957895,математика,физика
92,20,Муж,1,ФЭУ,3.0,7,1.5578103063518622,Нет,10.0,8,Да,52.47840943986302,67.54226503145127,химия,математика
93,18,Муж,1,ФИиВТ,6.35865965707865,4,4.01035261984338,Да,1.6994711329236307,3,Нет,70.75209452571788,68.39401544213823,физика,физика
94,22,Жен,2,ФБМТ,7.139126245808359,4,2.6881637676498404,Нет,7.528663100132989,9,Да,91.82480501233113,64.72840015308752,математика,математика
95,22,Жен,1,ФЭУ,5.4567248716210655,4,2.9348863369246274,Да,1.2061081240458806,3,Нет,62.01707792619138,70.99594099170704,экономика,физика
96,22,Жен,3,ФБМТ,6.415405842277388,4,3.694775295645332,Да,4.489576200874442,9,Да,69.71190601483207,65.5714990393372,информатика,химия
97,18,Жен,3,ФХТ,4.987906587835398,2,5.390487797840716,Да,5.315928090707605,2,Да,71.00549523357483,67.12835545141712,экономика,литература
98,20,Муж,4,ФЭУ,7.727046283167094,4,3.813028697014554,Да,5.563954711151436,9,Нет,85.25327198003806,68.69354088829047,экономика,химия
99,22,Муж,1,ФЭУ,3.7105168477626767,7,1.056649924897107,Да,3.6103500948121057,8,Да,50.0,66.53931739452825,история,химия
100,21,Жен,4,ФХТ,3.0,5,3.5296927543567307,Нет,10.0,9,Нет,50.0,69.22135996724825,история,литература
101,23,Муж,3,ФЭУ,4.386757950575084,5,2.929501221940909,Нет,5.463628487130097,5,Нет,63.19365111014592,72.21643144266251,физика,литература
102,18,Муж,1,ФБМТ,5.12028038163826,2,6.486501643826202,Нет,8.519623432055575,2,Да,74.28497543634758,66.84610245203916,история,история
103,18,Муж,1,ФИиВТ,5.613896611964473,4,4.06447441481012,Нет,6.637041334874986,8,Нет,78.16715766150548,67.19368389386621,история,биология
104,20,Жен,4,ФБМТ,9.244374309852093,4,2.0245334336461287,Да,1.7403077042067885,6,Нет,84.26827303490656,73.2579463485251,математика,биология
105,18,Жен,3,ФИиВТ,3.0,4,3.0606646061812457,Да,7.334856238626835,8,Нет,50.0,68.39210966465785,химия,история
106,18,Муж,1,ФИиВТ,5.371621764136094,6,1.8559124442783845,Да,8.856997889059945,5,Нет,66.22862074990321,72.42417339484344,физика,химия
107,22,Жен,4,ФБМТ,3.0,3,3.7903052571588924,Да,3.9504798174992857,2,Нет,50.0,71.10186194020402,математика,химия
108,20,Жен,3,ФБМТ,3.0,6,2.5999287299962046,Нет,8.179173727110298,6,Да,50.0,70.51455103038536,химия,математика
109,22,Жен,4,ФБМТ,3.4704431234556017,3,6.530750832343697,Да,2.3852252027737917,5,Нет,50.0,69.32960205288444,экономика,математика
110,23,Жен,2,ФБМТ,6.015780317218574,4,5.218761851697317,Да,8.248349611618261,5,Нет,92.10960377117642,68.9520496116454,математика,биология
111,24,Жен,1,ФХТ,5.761583857092391,4,3.786557129069792,Нет,7.967344771609973,1,Нет,88.06855634529323,69.9417411823368,литература,история
112,23,Муж,2,ФЭУ,7.126198706850666,6,3.4907261368499523,Нет,6.347025822847932,2,Нет,92.2676715075699,69.09046065149717,математика,философия
113,24,Жен,3,ФИиВТ,3.0,6,2.1486674572021114,Нет,8.922171673508517,8,Нет,50.0,72.39982570582615,история,философия
114,22,Муж,2,ФБМТ,4.702648466366602,3,4.662914028881961,Нет,4.848514835802423,3,Да,74.82043584144179,60.15106817469024,химия,история
115,23,Муж,2,ФБМТ,5.856800053284858,5,2.3865973364590602,Да,8.726869830747287,3,Нет,85.9473524446232,66.83895274256093,физика,математика
116,20,Жен,3,ФБМТ,7.433649580169044,3,4.697530313511872,Да,2.833846585882717,8,Да,73.86196092431504,61.79659123526242,физика,биология
117,17,Муж,4,ФХТ,4.415041582144856,6,1.6118231814587713,Нет,10.0,8,Да,82.98700034924929,67.85092277592072,химия,биология
118,22,Муж,2,ФБМТ,5.363868893359175,7,1.1704162223754877,Да,4.448991576735448,2,Да,83.5058637115545,70.13184011774578,история,математика
119,24,Муж,4,ФБМТ,7.786242547474681,6,2.1605739810498648,Да,5.75402526975205,8,Да,88.51218248320004,64.68665234438758,информатика,философия
120,21,Жен,2,ФБМТ,7.9861257983348715,7,1.0030460201534144,Да,3.0041757162891045,1,Нет,86.8785340665581,69.49353483042997,математика,физика
121,24,Жен,4,ФЭУ,5.930629607273935,2,6.43693816974635,Нет,4.3345634706225535,6,Да,59.249722064837364,65.21015648933954,история,физика
122,21,Муж,3,ФХТ,5.571451871706864,6,3.1906462747863413,Да,5.428403862251295,8,Да,70.6278822673577,68.48563490782458,литература,математика
123,18,Жен,2,ФБМТ,7.39889396981911,2,6.949554135441324,Нет,1.9107859449280256,3,Нет,79.13464087858065,67.21794059742828,экономика,физика
124,23,Жен,3,ФИиВТ,6.634387128037512,5,1.5151020315500965,Да,3.4151948319781833,8,Нет,70.07789523790734,70.71510694820435,химия,литература
125,21,Жен,2,ФИиВТ,3.0,3,2.446078865098045,Да,9.388550196951092,1,Нет,54.51862456552399,72.92559288934729,математика,история
126,24,Жен,3,ФИиВТ,3.150895949909733,7,1.9343199112392737,Да,10.0,9,Да,52.799745587028525,66.50328250981954,физика,история
127,18,Муж,3,ФХТ,6.783040139192345,3,3.6331213015845787,Нет,4.363025125386084,9,Нет,77.97252531612486,70.56874484979623,экономика,математика
128,17,Муж,2,ФХТ,3.1134666119421537,2,5.775234598107317,Да,5.974303138205757,5,Нет,50.0,73.00313827770142,информатика,химия
129,20,Жен,2,ФИиВТ,3.0,7,0.0,Нет,8.91348376589656,4,Да,50.0,56.89030312100229,литература,философия
130,20,Жен,2,ФБМТ,3.0,3,3.1980195624199803,Нет,10.0,6,Нет,50.0,72.03362595859272,физика,математика
131,20,Муж,1,ФХТ,3.0,6,2.541462728204788,Нет,8.94713384956869,7,Нет,50.0,68.03777295061772,химия,физика
132,21,Муж,4,ФИиВТ,8.286559822980069,4,4.7591551603026465,Да,1.6731168306755901,5,Нет,83.3845510329625,64.50810130943063,математика,философия
133,17,Жен,1,ФИиВТ,3.5867605540492367,2,5.423489599273281,Да,2.5021693529782536,9,Нет,50.0,71.53360779857495,химия,химия
134,21,Муж,1,ФБМТ,5.48368275340809,3,2.40895770785509,Да,10.0,3,Да,85.04908544671318,69.12097563548888,экономика,физика
135,23,Жен,3,ФЭУ,7.056792313116624,2,5.453755551747517,Да,8.332162893010652,7,Нет,86.55924827411138,69.58765445611692,математика,биология
136,21,Жен,2,ФХТ,5.598410524659828,2,6.3918040054025465,Нет,10.0,5,Нет,100.0,72.85862364160882,история,литература
137,17,Муж,4,ФБМТ,4.046344284479761,7,0.0,Нет,10.0,7,Да,64.90882743495797,69.83683477396593,информатика,физика
138,17,Муж,3,ФИиВТ,3.0,7,1.1833599197791556,Нет,7.5116194570645805,2,Нет,50.0,73.94474336075214,история,литература
139,23,Жен,1,ФИиВТ,5.089316352825781,4,3.9846901508270043,Да,3.7725529996918565,4,Да,50.0,69.91989358811418,история,философия
140,17,Жен,2,ФБМТ,5.7263941604260875,6,2.5792914996010885,Нет,3.5427770374288285,2,Нет,81.45471286295371,72.22638247321568,химия,литература
141,24,Муж,3,ФХТ,3.1878798698635293,2,6.119580368414153,Да,3.6605612141896695,7,Да,50.0,65.22630091670477,экономика,философия
142,17,Жен,2,ФЭУ,7.942022698180525,3,4.026931059118445,Нет,5.722607792975029,2,Да,81.77300626521554,60.194102564308494,информатика,философия
143,20,Муж,3,ФЭУ,6.468421948546216,5,4.196571501664492,Да,3.477802233001724,1,Да,75.1128521600482,64.26181253561015,математика,философия
144,24,Жен,2,ФИиВТ,5.059336221440893,2,5.84147042697303,Да,7.8447903406276245,9,Да,82.19876203169636,62.47026021405142,математика,философия
145,24,Муж,1,ФХТ,7.433495358612436,2,5.972695460490068,Нет,2.101330789846337,1,Нет,86.9213640925526,76.51282815249344,литература,философия
146,23,Муж,4,ФЭУ,4.357969608852049,4,3.066732040926804,Нет,4.524363358173244,8,Да,52.8195456002618,64.47234256270299,физика,физика
147,19,Муж,1,ФХТ,4.718727071556729,6,1.5567177488084898,Нет,5.30254585982366,2,Нет,72.97377170832642,70.36961442035346,литература,философия
148,19,Жен,4,ФХТ,6.435473661326853,5,2.115197285973099,Нет,3.1668850484335325,8,Да,74.26707779390154,66.6544561281214,литература,физика
149,17,Жен,2,ФИиВТ,5.097132339810914,7,0.8270539400765771,Да,1.896778361140431,3,Да,53.79464294893383,65.13080733911737,математика,философия
150,24,Муж,3,ФЭУ,3.0,7,2.7117084801423434,Нет,9.729805682667859,6,Да,51.40595711984688,70.08515312129227,химия,литература
151,19,Жен,1,ФБМТ,4.446778966083316,3,3.6280988570686437,Нет,9.92795038826488,3,Нет,70.52100551975938,68.13205191479665,история,биология
152,19,Муж,4,ФИиВТ,3.0,5,1.3864386021232589,Нет,8.497368097359388,7,Да,50.0,65.58382236571173,экономика,философия
153,17,Муж,1,ФЭУ,6.933214991216763,7,2.4711703274936085,Да,2.790645621777051,9,Нет,66.23017705566662,67.77258824290585,история,химия
154,19,Жен,4,ФЭУ,4.582179258851258,3,4.7906763228481335,Да,8.205740773455558,2,Нет,68.59662461566613,66.03993246633789,история,философия
155,21,Жен,1,ФЭУ,6.292434092047245,6,1.3309272613400833,Нет,4.562056359993007,5,Нет,71.53521592902307,68.16469272728415,информатика,философия
156,18,Муж,4,ФЭУ,3.0,3,6.039904687396076,Да,9.673763231061429,6,Нет,50.0,69.88888960885477,математика,литература
157,23,Жен,4,ФЭУ,5.132704211600975,7,0.3943844602631359,Нет,5.413561166088195,4,Нет,65.05704446424541,68.71209332644823,экономика,история
158,18,Жен,2,ФХТ,5.29487378149281,4,5.826009713546936,Да,2.0035261435622678,4,Нет,54.48205341392114,67.92273706037844,химия,литература
159,17,Муж,4,ФИиВТ,7.000284598615472,4,4.677925871339269,Да,7.314171632729357,4,Нет,90.8994707557674,65.7810476089845,информатика,химия
160,20,Муж,2,ФХТ,3.0743186747143576,4,3.5120885918542974,Да,4.710190917605535,2,Нет,50.0,69.75068328211391,физика,история
161,23,Жен,4,ФБМТ,3.0,7,3.1573082132655035,Да,6.486641387705017,4,Нет,50.0,65.485838877907,химия,математика
162,17,Муж,3,ФЭУ,3.0,4,3.3942850769966615,Нет,6.63119673619138,1,Да,50.0,67.28016789106881,литература,математика
163,24,Муж,3,ФИиВТ,5.814408250165286,5,3.742095372009307,Нет,9.676562522688043,6,Да,75.05185931714831,65.24731925880351,химия,химия
164,20,Жен,3,ФЭУ,4.646552803631573,6,2.299292580406492,Нет,9.456542710048646,1,Да,74.70385593994108,60.627345501605205,химия,литература
165,18,Муж,4,ФИиВТ,7.488220777638613,3,6.301741289398798,Да,3.5625478934239987,6,Да,75.08756303230845,64.07237276885041,история,физика
166,17,Муж,2,ФХТ,4.11648608045834,3,6.561511196726853,Нет,9.458089143557478,1,Да,68.87683425001488,62.74353078322825,химия,химия
167,24,Жен,2,ФИиВТ,4.58620488967564,7,1.0320041490657665,Нет,10.0,6,Нет,82.75026049512276,70.95752353125754,литература,биология
168,23,Жен,4,ФБМТ,5.343071941523188,4,3.2465821296538167,Нет,10.0,8,Нет,75.15827772568183,74.02135133806944,литература,история
169,23,Муж,3,ФБМТ,5.463930494007196,4,4.459972142939116,Да,10.0,2,Нет,90.5268775307298,64.37448259106277,математика,история
170,22,Муж,3,ФИиВТ,3.0,2,5.322284630247894,Да,10.0,2,Нет,53.32987252540898,70.34507823744225,химия,философия
171,24,Жен,2,ФИиВТ,6.118279902078834,6,4.013387247526623,Да,8.394456685737321,4,Нет,76.99316178024394,69.51960161330008,история,математика
172,21,Жен,3,ФИиВТ,9.151967420543096,5,3.1365353310827375,Нет,1.954151923600532,3,Нет,91.59890967071269,72.0140202293514,химия,история
173,19,Жен,1,ФИиВТ,3.0,3,4.634678448687891,Нет,7.9757241037707916,4,Нет,50.0,70.63958988471306,физика,химия
174,20,Жен,2,ФБМТ,3.0,2,6.184680305864909,Нет,10.0,7,Да,62.202373689801995,62.74409200478354,физика,история
175,24,Муж,3,ФЭУ,6.809577130502599,2,4.6528737104703035,Да,5.18673937037547,1,Да,79.9018110053666,64.04283819300015,история,химия
176,22,Жен,2,ФИиВТ,3.2287477348558493,7,0.028385961489348466,Да,6.759062674386142,6,Да,50.0,62.611922429589534,математика,физика
177,19,Жен,1,ФИиВТ,3.0,3,6.200413907944426,Нет,10.0,3,Да,51.119570670323306,68.2280214157958,математика,философия
178,19,Муж,2,ФБМТ,3.0,7,0.34310572102860426,Да,8.027548677596776,7,Нет,56.82070214986922,70.06393494601582,литература,математика
179,17,Жен,2,ФБМТ,7.4085517794475795,5,1.9530890173180604,Да,5.0624108625128095,2,Нет,90.62612251323954,75.70357205725902,литература,история
180,19,Муж,2,ФХТ,3.5874382095740924,2,6.536652752527286,Да,7.327740664642241,2,Нет,50.0,69.81801755855614,информатика,химия
181,21,Жен,2,ФИиВТ,3.0,2,7.1857041546629965,Да,9.40379003950002,4,Да,60.61148751516142,62.874779699268615,история,литература
182,23,Жен,1,ФХТ,6.700403996674873,6,2.718953310665067,Нет,3.0460192351804802,1,Нет,82.71649014518194,65.45885682216152,химия,математика
183,22,Жен,4,ФБМТ,5.358628238908984,5,3.9960476858058165,Да,7.653192666523107,3,Нет,80.24430035162852,64.59058097123217,экономика,физика
184,19,Муж,2,ФБМТ,3.0,2,5.2432049114305395,Да,3.906646853686469,9,Нет,50.0,65.24759217098352,история,химия
185,17,Муж,2,ФЭУ,6.961335157997398,5,1.5781893332581562,Да,8.400602737681112,7,Да,86.49004156096622,65.80137995303446,информатика,биология
186,21,Жен,3,ФИиВТ,4.2123392292347805,3,6.501333651955487,Да,2.991455684465905,7,Нет,50.0,71.5261750696898,литература,биология
187,18,Муж,2,ФХТ,3.9615396365580144,4,3.6773201611578643,Нет,5.129622834216202,4,Да,50.0,60.2564278939036,история,философия
188,23,Муж,3,ФБМТ,3.0,2,5.749166983544953,Нет,7.868785068813279,2,Да,50.0,67.68511494222835,история,философия
189,23,Муж,4,ФБМТ,4.954094365542227,6,3.3281941418490577,Да,2.996220067815513,4,Да,53.780683823043574,63.55081684494968,литература,физика
190,22,Муж,1,ФХТ,6.618404595651672,3,5.55623000940066,Да,2.818637610716893,6,Да,76.53547401102047,65.44037903595665,информатика,физика
191,23,Муж,1,ФЭУ,3.0,5,3.4558877720816077,Да,10.0,3,Нет,50.0,74.83666188476627,литература,философия
